EFO Accession,CLO Accession,,Step,Type
EFO_0002796,CLO_0007043,,EFO-CLO,Multi
EFO_0002796,CLO_0050978,,EFO-CLO,Multi
EFO_0002796,CLO_0051001,,EFO-CLO,Multi
EFO_0002821,CLO_0002636,,EFO-CLO,Multi
EFO_0002821,CLO_0050181,,EFO-CLO,Multi
EFO_0002832,CLO_0007733,,EFO-CLO,Multi
EFO_0002832,CLO_0050797,,EFO-CLO,Multi
EFO_0002835,CLO_0007865,,EFO-CLO,Multi
EFO_0002835,CLO_0050055,,EFO-CLO,Multi
EFO_0002864,CLO_0009245,,EFO-CLO,Multi
EFO_0002864,CLO_0050843,,EFO-CLO,Multi
EFO_0002864,CLO_0050844,,EFO-CLO,Multi
EFO_0003072,CLO_0009059,,EFO-CLO,Multi
EFO_0003072,CLO_0050268,,EFO-CLO,Multi
EFO_0003082,CLO_0050630,,EFO-CLO,Multi
EFO_0003082,CLO_0051333,,EFO-CLO,Multi
EFO_0005265,CLO_0007824,,EFO-CLO,Multi
EFO_0005265,CLO_0051008,,EFO-CLO,Multi
EFO_0005284,CLO_0007155,,EFO-CLO,Multi
EFO_0005284,CLO_0007156,,EFO-CLO,Multi
EFO_0005285,CLO_0001564,,EFO-CLO,Multi
EFO_0005285,CLO_0050194,,EFO-CLO,Multi
EFO_0005384,CLO_0009989,,EFO-CLO,Multi
EFO_0005384,CLO_0050850,,EFO-CLO,Multi
EFO_0005384,CLO_0050853,,EFO-CLO,Multi
EFO_0005391,CLO_0007240,,EFO-CLO,Multi
EFO_0005391,CLO_0051542,,EFO-CLO,Multi
EFO_0005441,CLO_0002840,,EFO-CLO,Multi
EFO_0005441,CLO_0051536,,EFO-CLO,Multi
EFO_0005715,CLO_0009583,,EFO-CLO,Multi
EFO_0005715,CLO_0009584,,EFO-CLO,Multi
EFO_0005715,CLO_0051563,,EFO-CLO,Multi
EFO_0005836,CLO_0008922,,EFO-CLO,Multi
EFO_0005836,CLO_0050052,,EFO-CLO,Multi
EFO_0005910,CLO_0002675,,EFO-CLO,Multi
EFO_0005910,CLO_0002949,,EFO-CLO,Multi
EFO_0005910,CLO_0002950,,EFO-CLO,Multi
EFO_0006268,CLO_0001591,,EFO-CLO,Multi
EFO_0006268,CLO_0050011,,EFO-CLO,Multi
EFO_0006268,CLO_0050012,,EFO-CLO,Multi
EFO_0006274,CLO_0002837,,EFO-CLO,Multi
EFO_0006274,CLO_0051524,,EFO-CLO,Multi
EFO_0006372,CLO_0002551,,EFO-CLO,Multi
EFO_0006372,CLO_0050697,,EFO-CLO,Multi
EFO_0006394,CLO_0003433,,EFO-CLO,Multi
EFO_0006394,CLO_0050698,,EFO-CLO,Multi
EFO_0006438,CLO_0003706,,EFO-CLO,Multi
EFO_0006438,CLO_0003707,,EFO-CLO,Multi
EFO_0006438,CLO_0050927,,EFO-CLO,Multi
EFO_0006481,CLO_0008957,,EFO-CLO,Multi
EFO_0006481,CLO_0008958,,EFO-CLO,Multi
EFO_0006481,CLO_0050606,,EFO-CLO,Multi
EFO_0006581,CLO_0003739,,EFO-CLO,Multi
EFO_0006581,CLO_0050799,,EFO-CLO,Multi
EFO_0006596,CLO_0004299,,EFO-CLO,Multi
EFO_0006596,CLO_0004300,,EFO-CLO,Multi
EFO_0006607,CLO_0007068,,EFO-CLO,Multi
EFO_0006607,CLO_0007069,,EFO-CLO,Multi
EFO_0006639,CLO_0007377,,EFO-CLO,Multi
EFO_0006639,CLO_0007378,,EFO-CLO,Multi
EFO_0006639,CLO_0050632,,EFO-CLO,Multi
EFO_0006646,CLO_0007657,,EFO-CLO,Multi
EFO_0006646,CLO_0050924,,EFO-CLO,Multi
EFO_0006648,CLO_0007687,,EFO-CLO,Multi
EFO_0006648,CLO_0007688,,EFO-CLO,Multi
EFO_0001184,CLO_0050894,,EFO-CLO,Inexact
EFO_0001222,CLO_0001345,,EFO-CLO,Inexact
EFO_0001222,CLO_0008172,,EFO-CLO,Inexact
EFO_0001222,CLO_0050548,,EFO-CLO,Inexact
EFO_0001225,CLO_0008392,,EFO-CLO,Inexact
EFO_0001225,CLO_0050821,,EFO-CLO,Inexact
EFO_0001231,CLO_0008753,,EFO-CLO,Inexact
EFO_0001260,CLO_0009591,,EFO-CLO,Inexact
EFO_0001260,CLO_0009594,,EFO-CLO,Inexact
EFO_0002059,CLO_0004266,,EFO-CLO,Inexact
EFO_0002059,CLO_0004276,,EFO-CLO,Inexact
EFO_0002111,CLO_0001744,,EFO-CLO,Inexact
EFO_0002122,CLO_0002125,,EFO-CLO,Inexact
EFO_0002122,CLO_0002129,,EFO-CLO,Inexact
EFO_0002128,CLO_0002334,,EFO-CLO,Inexact
EFO_0002128,CLO_0050143,,EFO-CLO,Inexact
EFO_0002133,CLO_0002467,,EFO-CLO,Inexact
EFO_0002133,CLO_0002473,,EFO-CLO,Inexact
EFO_0002159,CLO_0002722,,EFO-CLO,Inexact
EFO_0002159,CLO_0002723,,EFO-CLO,Inexact
EFO_0002174,CLO_0002874,,EFO-CLO,Inexact
EFO_0002208,CLO_0004301,,EFO-CLO,Inexact
EFO_0002208,CLO_0004302,,EFO-CLO,Inexact
EFO_0002217,CLO_0007073,,EFO-CLO,Inexact
EFO_0002217,CLO_0050790,,EFO-CLO,Inexact
EFO_0002218,CLO_0007093,,EFO-CLO,Inexact
EFO_0002218,CLO_0051560,,EFO-CLO,Inexact
EFO_0002231,CLO_0037181,,EFO-CLO,Inexact
EFO_0002234,CLO_0007699,,EFO-CLO,Inexact
EFO_0002234,CLO_0050808,,EFO-CLO,Inexact
EFO_0002239,CLO_0007822,,EFO-CLO,Inexact
EFO_0002243,CLO_0007529,,EFO-CLO,Inexact
EFO_0002243,CLO_0007530,,EFO-CLO,Inexact
EFO_0002245,CLO_0007938,,EFO-CLO,Inexact
EFO_0002245,CLO_0050970,,EFO-CLO,Inexact
EFO_0002312,CLO_0008331,,EFO-CLO,Inexact
EFO_0002334,CLO_0009033,,EFO-CLO,Inexact
EFO_0002365,CLO_0009192,,EFO-CLO,Inexact
EFO_0003061,CLO_0008279,,EFO-CLO,Inexact
EFO_0006417,CLO_0010000,,EFO-CLO,Inexact
EFO_0006439,CLO_0037016,,EFO-CLO,Inexact
EFO_0006598,CLO_0037141,,EFO-CLO,Inexact
EFO_0006765,CLO_0009983,,EFO-CLO,Inexact
